invoice_id,client_id,client_industry,invoice_amount,payment_terms_days,invoice_day_of_week,invoice_day_of_month,invoice_month,days_since_invoice_sent,client_avg_days_to_pay,client_late_payment_rate,client_total_invoices_before_this,amount_vs_client_avg,is_repeat_client,payment_status
INV-10544,CL-1043,Development,195000.0,45,3,18,1,46,18.1,0.05,10,1.43,True,on_time
INV-10545,CL-1044,Marketing,146100.0,45,4,21,2,13,46.2,0.167,10,0.91,True,on_time
INV-10546,CL-1045,Consulting,70200.0,45,5,12,3,82,17.3,0.05,10,0.97,True,very_late
INV-10547,CL-1046,Photography,31000.0,45,5,22,11,51,63.5,0.833,10,1.29,True,on_time
INV-10548,CL-1047,Copywriting,155100.0,30,6,14,2,1,17.9,0.05,10,1.29,True,on_time
INV-10549,CL-1048,Design,238500.0,15,4,24,9,71,22.9,0.05,10,1.03,True,very_late
INV-10550,CL-1049,Development,482300.0,45,1,15,6,50,19.1,0.05,10,1.38,True,on_time
INV-10551,CL-1000,Design,34000.0,45,4,23,9,19,23.0,0.05,11,1.42,True,on_time
INV-10552,CL-1001,Development,249200.0,15,3,4,5,53,14.4,0.05,11,2.08,True,very_late
INV-10553,CL-1002,Marketing,82500.0,15,0,27,12,18,17.9,0.05,11,1.47,True,on_time
INV-10554,CL-1003,Consulting,128900.0,30,3,26,4,66,17.1,0.05,11,1.24,True,very_late
INV-10555,CL-1004,Photography,32200.0,30,0,15,12,89,56.0,0.167,11,0.81,True,very_late
INV-10556,CL-1005,Copywriting,37400.0,15,2,2,12,14,23.5,0.05,11,0.94,True,very_late
INV-10557,CL-1006,Design,119300.0,30,5,4,11,21,58.4,0.333,11,1.36,True,on_time
INV-10558,CL-1007,Development,118100.0,45,1,17,3,70,33.0,0.167,11,1.05,True,late
INV-10559,CL-1008,Marketing,482400.0,45,3,15,4,51,19.9,0.05,11,2.32,True,on_time
INV-10560,CL-1009,Consulting,68700.0,15,5,22,7,50,14.4,0.05,11,1.07,True,very_late
INV-10561,CL-1010,Photography,94200.0,45,1,15,10,54,48.3,0.9,11,1.47,True,very_late
INV-10562,CL-1011,Copywriting,90000.0,45,1,7,5,90,21.1,0.05,11,1.25,True,very_late
INV-10563,CL-1012,Design,113400.0,15,4,4,9,23,14.4,0.05,11,1.77,True,on_time
INV-10564,CL-1013,Development,26700.0,15,3,4,5,85,67.0,0.9,11,1.11,True,very_late
INV-10565,CL-1014,Marketing,156400.0,45,5,11,10,49,23.1,0.05,11,0.98,True,on_time
INV-10566,CL-1015,Consulting,98500.0,45,0,12,6,58,21.6,0.05,11,1.12,True,on_time
INV-10567,CL-1016,Photography,140700.0,45,5,26,5,78,17.1,0.05,11,1.76,True,late
INV-10568,CL-1017,Copywriting,22000.0,45,1,11,2,30,22.2,0.05,11,0.92,True,on_time
INV-10569,CL-1018,Design,242600.0,15,2,23,3,65,25.3,0.05,11,1.52,True,very_late
INV-10570,CL-1019,Development,29600.0,45,1,19,7,54,45.1,0.9,11,1.23,True,very_late
INV-10571,CL-1020,Marketing,259500.0,45,4,23,11,22,25.3,0.05,11,0.9,True,on_time
INV-10572,CL-1021,Consulting,91100.0,30,2,5,3,40,55.5,0.5,11,0.95,True,on_time
INV-10573,CL-1022,Photography,22600.0,45,0,28,6,1,18.8,0.05,11,0.94,True,on_time
INV-10574,CL-1023,Copywriting,60000.0,15,6,13,9,64,16.2,0.05,11,0.68,True,very_late
INV-10575,CL-1024,Design,391400.0,30,5,16,7,90,27.4,0.05,11,1.75,True,very_late
INV-10576,CL-1025,Development,101800.0,30,1,3,10,3,18.7,0.05,11,0.71,True,on_time
INV-10577,CL-1026,Marketing,134300.0,15,2,2,5,28,15.3,0.05,11,0.8,True,on_time
INV-10578,CL-1027,Consulting,28400.0,15,6,15,10,63,46.5,0.833,11,1.77,True,late
INV-10579,CL-1028,Photography,188600.0,15,4,4,5,69,25.9,0.05,11,0.79,True,very_late
INV-10580,CL-1029,Copywriting,225600.0,30,4,27,1,56,22.5,0.05,11,1.41,True,late
INV-10581,CL-1030,Design,145900.0,30,0,24,11,31,25.3,0.05,11,0.42,True,on_time
INV-10582,CL-1031,Development,83600.0,15,3,9,6,11,24.2,0.05,11,0.61,True,on_time
INV-10583,CL-1032,Marketing,34300.0,15,6,26,4,26,53.0,0.167,11,1.43,True,on_time
INV-10584,CL-1033,Consulting,500000.0,45,5,12,12,78,27.6,0.05,11,1.43,True,late
INV-10585,CL-1034,Photography,177300.0,15,4,5,4,26,19.3,0.05,11,1.23,True,on_time
INV-10586,CL-1035,Copywriting,281700.0,45,2,18,5,76,21.7,0.05,11,1.3,True,late
INV-10587,CL-1036,Design,363000.0,30,5,10,5,73,25.6,0.05,11,1.04,True,very_late
INV-10588,CL-1037,Development,110600.0,45,5,27,2,17,22.7,0.05,11,0.77,True,on_time
INV-10589,CL-1038,Marketing,123900.0,30,0,9,11,16,26.1,0.05,11,0.55,True,on_time
INV-10590,CL-1039,Consulting,28300.0,15,1,5,12,41,38.9,0.167,11,0.71,True,late
INV-10591,CL-1040,Photography,51100.0,45,3,16,3,73,23.9,0.05,11,1.06,True,late
INV-10592,CL-1041,Copywriting,253700.0,45,3,13,8,9,45.7,0.167,11,1.38,True,on_time
INV-10593,CL-1042,Design,90500.0,15,3,17,12,35,34.7,0.167,11,0.71,True,on_time
INV-10594,CL-1043,Development,96400.0,30,3,16,6,74,18.1,0.05,11,0.71,True,very_late
INV-10595,CL-1044,Marketing,194000.0,45,0,24,8,81,46.2,0.167,11,1.21,True,very_late
INV-10596,CL-1045,Consulting,74700.0,30,6,3,9,50,17.3,0.05,11,1.04,True,on_time
INV-10597,CL-1046,Photography,19400.0,30,6,7,8,34,63.5,0.833,11,0.81,True,very_late
INV-10598,CL-1047,Copywriting,68700.0,30,2,18,10,16,17.9,0.05,11,0.57,True,on_time
INV-10599,CL-1048,Design,230400.0,30,6,11,11,6,22.9,0.05,11,0.99,True,late
INV-10600,CL-1049,Development,378500.0,45,6,27,8,2,19.1,0.05,11,1.08,True,on_time
INV-10601,CL-1000,Design,25100.0,15,3,15,1,54,23.0,0.05,12,1.05,True,very_late
INV-10602,CL-1001,Development,125200.0,45,1,21,5,20,14.4,0.05,12,1.04,True,on_time
INV-10603,CL-1002,Marketing,57000.0,30,0,21,6,32,17.9,0.05,12,1.02,True,on_time
INV-10604,CL-1003,Consulting,81300.0,45,5,6,1,50,17.1,0.05,12,0.78,True,on_time
INV-10605,CL-1004,Photography,24500.0,45,5,25,4,54,56.0,0.167,12,0.61,True,on_time
INV-10606,CL-1005,Copywriting,25900.0,45,0,1,4,61,23.5,0.05,12,0.65,True,on_time
INV-10607,CL-1006,Design,68400.0,45,1,17,11,56,58.4,0.333,12,0.78,True,very_late
INV-10608,CL-1007,Development,101000.0,45,2,27,2,54,33.0,0.167,12,0.9,True,on_time
INV-10609,CL-1008,Marketing,164300.0,30,0,8,7,11,19.9,0.05,12,0.79,True,on_time
INV-10610,CL-1009,Consulting,47800.0,15,0,11,6,38,14.4,0.05,12,0.75,True,late
INV-10611,CL-1010,Photography,42200.0,15,5,22,3,8,48.3,0.9,12,0.66,True,late
INV-10612,CL-1011,Copywriting,89900.0,15,4,21,3,56,21.1,0.05,12,1.25,True,very_late
INV-10613,CL-1012,Design,60000.0,15,5,24,3,52,14.4,0.05,12,0.94,True,very_late
INV-10614,CL-1013,Development,24400.0,30,6,7,2,12,67.0,0.9,12,1.02,True,very_late
INV-10615,CL-1014,Marketing,224200.0,15,4,24,7,44,23.1,0.05,12,1.4,True,late
INV-10616,CL-1015,Consulting,72400.0,30,6,5,4,35,21.6,0.05,12,0.82,True,on_time
INV-10617,CL-1016,Photography,77600.0,15,4,20,10,77,17.1,0.05,12,0.97,True,very_late
INV-10618,CL-1017,Copywriting,18100.0,45,0,28,11,38,22.2,0.05,12,0.75,True,on_time
INV-10619,CL-1018,Design,287800.0,45,4,7,12,50,25.3,0.05,12,1.8,True,on_time
INV-10620,CL-1019,Development,29300.0,15,6,26,4,63,45.1,0.9,12,1.22,True,very_late
INV-10621,CL-1020,Marketing,252200.0,15,3,21,10,9,25.3,0.05,12,0.88,True,on_time
INV-10622,CL-1021,Consulting,78300.0,15,2,11,3,49,55.5,0.5,12,0.82,True,late
INV-10623,CL-1022,Photography,19100.0,45,3,12,9,87,18.8,0.05,12,0.8,True,very_late
INV-10624,CL-1023,Copywriting,89100.0,30,6,3,1,75,16.2,0.05,12,1.01,True,very_late
INV-10625,CL-1024,Design,243100.0,30,1,2,1,50,27.4,0.05,12,1.09,True,on_time
INV-10626,CL-1025,Development,161700.0,45,5,17,7,54,18.7,0.05,12,1.12,True,on_time
INV-10627,CL-1026,Marketing,83600.0,15,5,18,9,78,15.3,0.05,12,0.5,True,very_late
INV-10628,CL-1027,Consulting,24600.0,15,2,3,9,26,46.5,0.833,12,1.54,True,on_time
INV-10629,CL-1028,Photography,431000.0,15,4,11,7,75,25.9,0.05,12,1.8,True,very_late
INV-10630,CL-1029,Copywriting,125000.0,45,5,21,2,39,22.5,0.05,12,0.78,True,on_time
INV-10631,CL-1030,Design,425500.0,45,6,8,1,31,25.3,0.05,12,1.22,True,on_time
INV-10632,CL-1031,Development,164200.0,30,0,15,10,77,24.2,0.05,12,1.21,True,very_late
INV-10633,CL-1032,Marketing,25500.0,45,5,22,12,22,53.0,0.167,12,1.06,True,on_time
INV-10634,CL-1033,Consulting,336600.0,45,1,23,1,20,27.6,0.05,12,0.96,True,on_time
INV-10635,CL-1034,Photography,111300.0,30,4,17,12,33,19.3,0.05,12,0.77,True,on_time
INV-10636,CL-1035,Copywriting,316500.0,15,5,25,5,15,21.7,0.05,12,1.47,True,on_time
INV-10637,CL-1036,Design,238800.0,15,2,26,7,34,25.6,0.05,12,0.68,True,on_time
INV-10638,CL-1037,Development,220200.0,30,5,19,11,9,22.7,0.05,12,1.53,True,on_time
INV-10639,CL-1038,Marketing,500000.0,45,2,2,8,72,26.1,0.05,12,2.23,True,late
INV-10640,CL-1039,Consulting,42800.0,15,2,25,2,73,38.9,0.167,12,1.07,True,very_late
INV-10641,CL-1040,Photography,50300.0,15,1,24,9,0,23.9,0.05,12,1.05,True,late
INV-10642,CL-1041,Copywriting,235800.0,15,1,2,8,46,45.7,0.167,12,1.28,True,late
INV-10643,CL-1042,Design,97200.0,15,1,28,1,70,34.7,0.167,12,0.76,True,very_late
INV-10644,CL-1043,Development,71500.0,45,5,21,7,28,18.1,0.05,12,0.53,True,on_time
INV-10645,CL-1044,Marketing,108700.0,30,5,11,5,9,46.2,0.167,12,0.68,True,on_time
INV-10646,CL-1045,Consulting,82500.0,15,4,22,1,22,17.3,0.05,12,1.15,True,late
INV-10647,CL-1046,Photography,23900.0,45,0,13,2,59,63.5,0.833,12,1.0,True,very_late
INV-10648,CL-1047,Copywriting,123500.0,30,2,3,9,58,17.9,0.05,12,1.03,True,very_late
INV-10649,CL-1048,Design,320000.0,15,2,19,5,79,22.9,0.05,12,1.38,True,very_late
INV-10650,CL-1049,Development,384300.0,30,4,16,4,69,19.1,0.05,12,1.1,True,very_late
INV-10651,CL-1000,Design,19000.0,15,1,1,7,3,23.0,0.05,13,0.79,True,on_time
INV-10652,CL-1001,Development,112900.0,30,5,27,12,1,14.4,0.05,13,0.94,True,on_time
INV-10653,CL-1002,Marketing,67600.0,15,6,22,7,39,17.9,0.05,13,1.21,True,late
INV-10654,CL-1003,Consulting,105000.0,45,1,14,8,7,17.1,0.05,13,1.01,True,on_time
INV-10655,CL-1004,Photography,58500.0,15,5,9,2,5,56.0,0.167,13,1.46,True,on_time
INV-10656,CL-1005,Copywriting,39700.0,45,3,23,6,58,23.5,0.05,13,0.99,True,on_time
INV-10657,CL-1006,Design,143200.0,15,4,4,9,17,58.4,0.333,13,1.63,True,on_time
INV-10658,CL-1007,Development,112400.0,30,0,19,10,7,33.0,0.167,13,1.0,True,on_time
INV-10659,CL-1008,Marketing,143300.0,15,1,10,5,40,19.9,0.05,13,0.69,True,late
INV-10660,CL-1009,Consulting,51700.0,30,5,27,12,41,14.4,0.05,13,0.81,True,on_time
INV-10661,CL-1010,Photography,65300.0,30,1,3,4,17,48.3,0.9,13,1.02,True,late
INV-10662,CL-1011,Copywriting,70200.0,45,0,5,2,21,21.1,0.05,13,0.97,True,on_time
INV-10663,CL-1012,Design,65500.0,30,3,4,9,45,14.4,0.05,13,1.02,True,on_time
INV-10664,CL-1013,Development,17300.0,15,3,10,8,33,67.0,0.9,13,0.72,True,on_time
INV-10665,CL-1014,Marketing,104800.0,15,1,26,11,38,23.1,0.05,13,0.66,True,late
INV-10666,CL-1015,Consulting,150400.0,45,4,2,4,41,21.6,0.05,13,1.71,True,late
INV-10667,CL-1016,Photography,74200.0,45,1,12,7,65,17.1,0.05,13,0.93,True,very_late
INV-10668,CL-1017,Copywriting,25300.0,30,2,27,3,3,22.2,0.05,13,1.05,True,on_time
INV-10669,CL-1018,Design,129100.0,30,4,24,9,31,25.3,0.05,13,0.81,True,on_time
INV-10670,CL-1019,Development,21000.0,15,6,26,3,15,45.1,0.9,13,0.88,True,very_late
INV-10671,CL-1020,Marketing,304600.0,15,1,7,7,47,25.3,0.05,13,1.06,True,late
INV-10672,CL-1021,Consulting,111900.0,45,0,19,10,33,55.5,0.5,13,1.17,True,on_time
INV-10673,CL-1022,Photography,33500.0,15,0,3,4,82,18.8,0.05,13,1.4,True,very_late
INV-10674,CL-1023,Copywriting,36000.0,15,0,28,6,15,16.2,0.05,13,0.41,True,late
INV-10675,CL-1024,Design,138800.0,30,0,6,10,55,27.4,0.05,13,0.62,True,late
INV-10676,CL-1025,Development,95600.0,30,3,1,7,87,18.7,0.05,13,0.66,True,very_late
INV-10677,CL-1026,Marketing,203100.0,30,1,6,5,35,15.3,0.05,13,1.21,True,on_time
INV-10678,CL-1027,Consulting,13100.0,15,0,20,10,78,46.5,0.833,13,0.82,True,very_late
INV-10679,CL-1028,Photography,198200.0,30,3,14,9,61,25.9,0.05,13,0.83,True,late
INV-10680,CL-1029,Copywriting,95400.0,30,3,5,7,25,22.5,0.05,13,0.6,True,on_time
INV-10681,CL-1030,Design,348100.0,45,1,21,9,2,25.3,0.05,13,0.99,True,on_time
INV-10682,CL-1031,Development,141800.0,45,2,16,9,62,24.2,0.05,13,1.04,True,on_time
INV-10683,CL-1032,Marketing,36500.0,45,4,11,7,34,53.0,0.167,13,1.52,True,very_late
INV-10684,CL-1033,Consulting,346700.0,30,4,8,1,35,27.6,0.05,13,0.99,True,on_time
INV-10685,CL-1034,Photography,123300.0,30,4,12,10,29,19.3,0.05,13,0.86,True,on_time
INV-10686,CL-1035,Copywriting,203300.0,15,1,22,4,34,21.7,0.05,13,0.94,True,on_time
INV-10687,CL-1036,Design,216500.0,45,0,25,4,73,25.6,0.05,13,0.62,True,late
INV-10688,CL-1037,Development,241000.0,30,2,27,3,22,22.7,0.05,13,1.67,True,on_time
INV-10689,CL-1038,Marketing,177200.0,30,6,24,12,45,26.1,0.05,13,0.79,True,on_time
INV-10690,CL-1039,Consulting,32400.0,15,5,23,6,72,38.9,0.167,13,0.81,True,very_late
INV-10691,CL-1040,Photography,60900.0,45,1,27,8,69,23.9,0.05,13,1.27,True,late
INV-10692,CL-1041,Copywriting,391500.0,30,0,3,1,29,45.7,0.167,13,2.13,True,on_time
INV-10693,CL-1042,Design,166000.0,15,4,16,1,42,34.7,0.167,13,1.3,True,late
INV-10694,CL-1043,Development,214500.0,15,6,5,6,22,18.1,0.05,13,1.58,True,on_time
INV-10695,CL-1044,Marketing,161800.0,30,0,1,3,75,46.2,0.167,13,1.01,True,very_late
INV-10696,CL-1045,Consulting,84600.0,15,6,4,9,46,17.3,0.05,13,1.18,True,late
INV-10697,CL-1046,Photography,48600.0,30,5,22,7,75,63.5,0.833,13,2.02,True,very_late
INV-10698,CL-1047,Copywriting,105600.0,30,2,5,3,55,17.9,0.05,13,0.88,True,late
INV-10699,CL-1048,Design,144800.0,30,5,11,3,90,22.9,0.05,13,0.62,True,very_late
INV-10700,CL-1049,Development,500000.0,45,4,26,6,28,19.1,0.05,13,1.43,True,on_time
INV-10701,CL-1000,Design,16600.0,15,3,10,12,88,23.0,0.05,14,0.69,True,very_late
INV-10702,CL-1001,Development,181700.0,15,5,1,12,73,14.4,0.05,14,1.51,True,very_late
INV-10703,CL-1002,Marketing,79400.0,45,0,6,10,40,17.9,0.05,14,1.42,True,on_time
INV-10704,CL-1003,Consulting,63200.0,45,1,21,10,13,17.1,0.05,14,0.61,True,on_time
INV-10705,CL-1004,Photography,35700.0,15,2,24,2,30,56.0,0.167,14,0.89,True,on_time
INV-10706,CL-1005,Copywriting,63700.0,30,1,21,2,90,23.5,0.05,14,1.59,True,very_late
INV-10707,CL-1006,Design,103200.0,45,2,15,1,33,58.4,0.333,14,1.17,True,very_late
INV-10708,CL-1007,Development,89400.0,45,0,12,5,13,33.0,0.167,14,0.8,True,on_time
INV-10709,CL-1008,Marketing,212200.0,15,3,15,12,53,19.9,0.05,14,1.02,True,very_late
INV-10710,CL-1009,Consulting,109300.0,30,3,13,6,69,14.4,0.05,14,1.71,True,very_late
INV-10711,CL-1010,Photography,77300.0,30,6,28,10,83,48.3,0.9,14,1.21,True,late
INV-10712,CL-1011,Copywriting,63400.0,15,1,15,2,4,21.1,0.05,14,0.88,True,on_time
INV-10713,CL-1012,Design,44400.0,30,2,4,2,43,14.4,0.05,14,0.69,True,on_time
INV-10714,CL-1013,Development,49300.0,30,1,24,2,70,67.0,0.9,14,2.05,True,very_late
INV-10715,CL-1014,Marketing,148100.0,15,2,20,10,61,23.1,0.05,14,0.93,True,very_late
INV-10716,CL-1015,Consulting,98000.0,30,5,6,10,55,21.6,0.05,14,1.11,True,late
INV-10717,CL-1016,Photography,108100.0,15,2,7,4,52,17.1,0.05,14,1.35,True,very_late
INV-10718,CL-1017,Copywriting,22600.0,45,5,18,5,84,22.2,0.05,14,0.94,True,very_late
INV-10719,CL-1018,Design,146700.0,15,0,2,7,73,25.3,0.05,14,0.92,True,very_late
INV-10720,CL-1019,Development,28500.0,30,1,2,6,0,45.1,0.9,14,1.19,True,late
INV-10721,CL-1020,Marketing,363200.0,30,6,22,11,76,25.3,0.05,14,1.26,True,very_late
INV-10722,CL-1021,Consulting,102300.0,15,0,7,3,81,55.5,0.5,14,1.07,True,very_late
INV-10723,CL-1022,Photography,27600.0,15,3,28,2,39,18.8,0.05,14,1.15,True,late
INV-10724,CL-1023,Copywriting,73100.0,30,3,22,5,11,16.2,0.05,14,0.83,True,on_time
INV-10725,CL-1024,Design,345500.0,30,1,12,7,47,27.4,0.05,14,1.54,True,late
INV-10726,CL-1025,Development,160400.0,15,2,15,8,33,18.7,0.05,14,1.11,True,on_time
INV-10727,CL-1026,Marketing,182800.0,30,4,2,3,89,15.3,0.05,14,1.09,True,very_late
INV-10728,CL-1027,Consulting,19500.0,15,5,12,9,52,46.5,0.833,14,1.22,True,very_late
INV-10729,CL-1028,Photography,312400.0,45,1,18,1,49,25.9,0.05,14,1.3,True,on_time
INV-10730,CL-1029,Copywriting,251300.0,30,4,22,8,73,22.5,0.05,14,1.57,True,very_late
INV-10731,CL-1030,Design,333400.0,30,2,3,7,4,25.3,0.05,14,0.95,True,on_time
INV-10732,CL-1031,Development,126400.0,45,6,19,11,79,24.2,0.05,14,0.93,True,late
INV-10733,CL-1032,Marketing,19600.0,30,1,6,4,24,53.0,0.167,14,0.82,True,very_late
INV-10734,CL-1033,Consulting,500000.0,30,0,22,7,25,27.6,0.05,14,1.43,True,on_time
INV-10735,CL-1034,Photography,94800.0,45,1,27,10,33,19.3,0.05,14,0.66,True,on_time
INV-10736,CL-1035,Copywriting,328400.0,45,6,3,2,49,21.7,0.05,14,1.52,True,on_time
INV-10737,CL-1036,Design,334000.0,45,2,28,5,66,25.6,0.05,14,0.95,True,late
INV-10738,CL-1037,Development,109400.0,15,6,23,10,75,22.7,0.05,14,0.76,True,very_late
INV-10739,CL-1038,Marketing,214700.0,30,0,14,3,18,26.1,0.05,14,0.96,True,on_time
INV-10740,CL-1039,Consulting,29300.0,45,6,4,2,72,38.9,0.167,14,0.73,True,late
INV-10741,CL-1040,Photography,61800.0,30,6,18,6,52,23.9,0.05,14,1.29,True,late
INV-10742,CL-1041,Copywriting,336800.0,45,3,19,10,60,45.7,0.167,14,1.83,True,very_late
INV-10743,CL-1042,Design,138500.0,30,3,5,10,77,34.7,0.167,14,1.08,True,very_late
INV-10744,CL-1043,Development,82800.0,30,0,13,6,88,18.1,0.05,14,0.61,True,very_late
INV-10745,CL-1044,Marketing,93800.0,45,3,9,6,2,46.2,0.167,14,0.59,True,on_time
INV-10746,CL-1045,Consulting,59400.0,30,2,9,8,89,17.3,0.05,14,0.82,True,very_late
INV-10747,CL-1046,Photography,19700.0,15,1,10,12,56,63.5,0.833,14,0.82,True,very_late
INV-10748,CL-1047,Copywriting,205900.0,30,2,24,7,77,17.9,0.05,14,1.72,True,very_late
INV-10749,CL-1048,Design,477400.0,15,3,7,7,62,22.9,0.05,14,2.06,True,very_late
INV-10750,CL-1049,Development,500000.0,30,6,2,9,20,19.1,0.05,14,1.43,True,late
INV-10751,CL-1000,Design,31500.0,45,4,13,3,67,23.0,0.05,15,1.31,True,late
INV-10752,CL-1001,Development,90100.0,15,1,7,4,7,14.4,0.05,15,0.75,True,on_time
INV-10753,CL-1002,Marketing,52800.0,30,0,12,12,25,17.9,0.05,15,0.94,True,on_time
INV-10754,CL-1003,Consulting,132700.0,30,4,13,11,15,17.1,0.05,15,1.28,True,on_time
INV-10755,CL-1004,Photography,41300.0,15,2,16,10,57,56.0,0.167,15,1.03,True,very_late
INV-10756,CL-1005,Copywriting,26800.0,30,4,18,6,44,23.5,0.05,15,0.67,True,on_time
INV-10757,CL-1006,Design,68500.0,30,5,27,12,11,58.4,0.333,15,0.78,True,on_time
INV-10758,CL-1007,Development,108800.0,30,0,6,10,27,33.0,0.167,15,0.97,True,on_time
INV-10759,CL-1008,Marketing,353300.0,45,1,22,4,34,19.9,0.05,15,1.7,True,on_time
INV-10760,CL-1009,Consulting,44700.0,45,0,28,11,1,14.4,0.05,15,0.7,True,on_time
INV-10761,CL-1010,Photography,98100.0,15,5,6,10,1,48.3,0.9,15,1.53,True,very_late
INV-10762,CL-1011,Copywriting,66500.0,45,6,10,12,90,21.1,0.05,15,0.92,True,very_late
INV-10763,CL-1012,Design,56200.0,30,3,28,6,58,14.4,0.05,15,0.88,True,late
INV-10764,CL-1013,Development,46400.0,30,2,22,9,79,67.0,0.9,15,1.93,True,very_late
INV-10765,CL-1014,Marketing,134800.0,15,0,17,11,47,23.1,0.05,15,0.84,True,late
INV-10766,CL-1015,Consulting,92400.0,45,4,10,5,87,21.6,0.05,15,1.05,True,very_late
INV-10767,CL-1016,Photography,89600.0,15,2,9,11,41,17.1,0.05,15,1.12,True,late
INV-10768,CL-1017,Copywriting,20400.0,30,5,23,11,38,22.2,0.05,15,0.85,True,on_time
INV-10769,CL-1018,Design,191500.0,45,6,8,1,76,25.3,0.05,15,1.2,True,late
INV-10770,CL-1019,Development,15900.0,30,5,5,12,3,45.1,0.9,15,0.66,True,on_time
INV-10771,CL-1020,Marketing,285200.0,30,2,14,7,49,25.3,0.05,15,0.99,True,on_time
INV-10772,CL-1021,Consulting,171700.0,45,5,19,4,43,55.5,0.5,15,1.79,True,on_time
INV-10773,CL-1022,Photography,19400.0,15,5,18,11,60,18.8,0.05,15,0.81,True,very_late
INV-10774,CL-1023,Copywriting,62000.0,45,2,17,5,21,16.2,0.05,15,0.7,True,on_time
INV-10775,CL-1024,Design,292900.0,45,1,10,2,60,27.4,0.05,15,1.31,True,late
INV-10776,CL-1025,Development,139000.0,30,5,26,9,23,18.7,0.05,15,0.97,True,on_time
INV-10777,CL-1026,Marketing,123600.0,30,5,3,4,45,15.3,0.05,15,0.74,True,on_time
INV-10778,CL-1027,Consulting,14800.0,30,3,26,6,47,46.5,0.833,15,0.93,True,very_late
INV-10779,CL-1028,Photography,330400.0,30,3,28,2,60,25.9,0.05,15,1.38,True,late
INV-10780,CL-1029,Copywriting,269800.0,45,4,19,10,9,22.5,0.05,15,1.69,True,on_time
INV-10781,CL-1030,Design,347400.0,15,4,4,11,48,25.3,0.05,15,0.99,True,late
INV-10782,CL-1031,Development,58200.0,30,0,28,3,17,24.2,0.05,15,0.43,True,on_time
INV-10783,CL-1032,Marketing,31100.0,30,3,19,8,18,53.0,0.167,15,1.3,True,on_time
INV-10784,CL-1033,Consulting,358300.0,45,1,25,2,62,27.6,0.05,15,1.02,True,on_time
INV-10785,CL-1034,Photography,83300.0,15,2,21,1,0,19.3,0.05,15,0.58,True,on_time
INV-10786,CL-1035,Copywriting,285200.0,15,6,25,3,73,21.7,0.05,15,1.32,True,very_late
INV-10787,CL-1036,Design,387900.0,30,6,25,2,16,25.6,0.05,15,1.11,True,on_time
INV-10788,CL-1037,Development,169500.0,45,3,13,7,61,22.7,0.05,15,1.18,True,on_time
INV-10789,CL-1038,Marketing,127300.0,15,4,7,12,47,26.1,0.05,15,0.57,True,late
INV-10790,CL-1039,Consulting,30900.0,30,6,27,9,24,38.9,0.167,15,0.77,True,very_late
INV-10791,CL-1040,Photography,51500.0,15,5,24,4,28,23.9,0.05,15,1.07,True,on_time
INV-10792,CL-1041,Copywriting,128900.0,30,2,5,2,49,45.7,0.167,15,0.7,True,on_time
INV-10793,CL-1042,Design,148700.0,30,1,3,1,38,34.7,0.167,15,1.16,True,on_time
INV-10794,CL-1043,Development,144700.0,30,5,17,10,67,18.1,0.05,15,1.06,True,very_late
INV-10795,CL-1044,Marketing,119800.0,45,1,11,8,45,46.2,0.167,15,0.75,True,on_time
INV-10796,CL-1045,Consulting,49500.0,15,6,13,1,29,17.3,0.05,15,0.69,True,on_time
INV-10797,CL-1046,Photography,28000.0,15,1,24,1,75,63.5,0.833,15,1.17,True,very_late
INV-10798,CL-1047,Copywriting,52500.0,15,2,23,11,4,17.9,0.05,15,0.44,True,on_time
INV-10799,CL-1048,Design,288100.0,45,2,25,9,79,22.9,0.05,15,1.24,True,late
INV-10800,CL-1049,Development,352600.0,15,5,4,11,2,19.1,0.05,15,1.01,True,late
INV-10801,CL-1000,Design,22500.0,15,3,15,7,15,23.0,0.05,16,0.94,True,on_time
INV-10802,CL-1001,Development,95700.0,30,5,5,4,88,14.4,0.05,16,0.8,True,very_late
INV-10803,CL-1002,Marketing,47300.0,15,2,14,11,12,17.9,0.05,16,0.84,True,on_time
INV-10804,CL-1003,Consulting,108600.0,30,4,20,12,17,17.1,0.05,16,1.04,True,on_time
INV-10805,CL-1004,Photography,44800.0,15,4,24,10,15,56.0,0.167,16,1.12,True,on_time
INV-10806,CL-1005,Copywriting,36100.0,15,3,7,10,25,23.5,0.05,16,0.9,True,on_time
INV-10807,CL-1006,Design,119900.0,45,1,12,12,52,58.4,0.333,16,1.36,True,very_late
INV-10808,CL-1007,Development,105100.0,15,4,16,4,88,33.0,0.167,16,0.94,True,very_late
INV-10809,CL-1008,Marketing,230900.0,30,1,1,1,85,19.9,0.05,16,1.11,True,very_late
INV-10810,CL-1009,Consulting,55100.0,15,6,19,11,63,14.4,0.05,16,0.86,True,very_late
INV-10811,CL-1010,Photography,66600.0,15,6,17,2,12,48.3,0.9,16,1.04,True,on_time
INV-10812,CL-1011,Copywriting,99300.0,45,1,15,5,33,21.1,0.05,16,1.38,True,on_time
INV-10813,CL-1012,Design,123300.0,15,6,6,1,37,14.4,0.05,16,1.93,True,late
INV-10814,CL-1013,Development,20500.0,45,2,14,12,14,67.0,0.9,16,0.85,True,very_late
INV-10815,CL-1014,Marketing,163800.0,15,0,28,3,84,23.1,0.05,16,1.02,True,very_late
